"moduleID","gene#","genelist"
"156","13","LOC_Os02g15880 LOC_Os02g03850 LOC_Os06g42720 LOC_Os12g36670 LOC_Os05g41120 LOC_Os03g43760 LOC_Os03g21720 LOC_Os08g04620 LOC_Os07g44610 LOC_Os01g67054 LOC_Os02g49080 LOC_Os07g48820 LOC_Os05g04700"
"157","12","LOC_Os07g34990 LOC_Os01g71700 LOC_Os11g07140 LOC_Os08g03240 LOC_Os02g49590 LOC_Os01g27480 LOC_Os09g09540 LOC_Os05g11300 LOC_Os04g55440 LOC_Os06g22340 LOC_Os01g26390 LOC_Os04g49500"
"158","12","LOC_Os01g46650 LOC_Os07g45210 LOC_Os01g46450 LOC_Os02g04750 LOC_Os05g02210 LOC_Os04g48950 LOC_Os03g48160 LOC_Os02g27790 LOC_Os08g43880 LOC_Os12g16650 LOC_Os01g40740 LOC_Os08g27640"
"159","12","LOC_Os08g41550 LOC_Os02g27810 LOC_Os08g38600 LOC_Os04g52770 LOC_Os08g31769 LOC_Os11g31420 LOC_Os09g23720 LOC_Os11g08370 LOC_Os02g51000 LOC_Os10g39500 LOC_Os07g36150 LOC_Os04g21660"
"16","170","LOC_Os02g54190 LOC_Os11g01730 LOC_Os11g42450 LOC_Os02g09620 LOC_Os07g39850 LOC_Os11g19480 LOC_Os09g27590 LOC_Os04g42100 LOC_Os07g41660 LOC_Os03g59240 LOC_Os01g57150 LOC_Os12g13300 LOC_Os01g57650 LOC_Os09g24810 LOC_Os02g36890 LOC_Os02g50040 LOC_Os01g33080 "
"160","12","LOC_Os08g37930 LOC_Os12g43440 LOC_Os04g41640 LOC_Os11g06980 LOC_Os04g41620 LOC_Os04g41680 LOC_Os12g43450 LOC_Os09g17560 LOC_Os01g28500 LOC_Os04g27670 LOC_Os03g42600 LOC_Os07g05360"
"161","12","LOC_Os12g38350 LOC_Os02g33380 LOC_Os04g31460 LOC_Os01g71210 LOC_Os07g41590 LOC_Os02g14890 LOC_Os12g38360 LOC_Os03g52880 LOC_Os08g34550 LOC_Os03g02660 LOC_Os03g04660 LOC_Os05g28520"
"162","12","LOC_Os06g49310 LOC_Os02g05686 LOC_Os01g72820 LOC_Os04g31900 LOC_Os05g32810 LOC_Os11g31620 LOC_Os03g40410 LOC_Os12g05090 LOC_Os05g41240 LOC_Os10g22950 LOC_Os03g61130 LOC_Os07g26210"
"163","12","LOC_Os03g08000 LOC_Os01g53000 LOC_Os08g06610 LOC_Os06g45840 LOC_Os06g30750 LOC_Os03g50620 LOC_Os01g65320 LOC_Os09g34070.2 LOC_Os01g09252 LOC_Os01g65310 LOC_Os04g56480 LOC_Os04g38970"
"164","12","LOC_Os07g25450 LOC_Os04g54430 LOC_Os01g34190 LOC_Os11g06860 LOC_Os04g35070 LOC_Os03g27460 LOC_Os05g02260 LOC_Os03g54200 LOC_Os02g02270 LOC_Os03g60120 LOC_Os01g63420 LOC_Os07g39620"
"165","12","LOC_Os07g43460 LOC_Os08g30480 LOC_Os08g03370 LOC_Os04g32020 LOC_Os08g35740 LOC_Os01g48390 LOC_Os07g49030 LOC_Os08g16559 LOC_Os06g19690 LOC_Os02g52430 LOC_Os03g04000 LOC_Os03g04430"
"166","12","LOC_Os03g25070 LOC_Os03g15730 LOC_Os08g34140 LOC_Os01g55050 LOC_Os11g19130 LOC_Os09g32680 LOC_Os07g13270 LOC_Os01g05090 LOC_Os08g07830 LOC_Os03g15480 LOC_Os07g01910 LOC_Os03g59170"
"167","12","LOC_Os04g31700 LOC_Os10g39440 LOC_Os04g44840 LOC_Os03g13274 LOC_Os06g29380 LOC_Os01g10290 LOC_Os12g24170 LOC_Os12g02830 LOC_Os04g40520 LOC_Os10g41340 LOC_Os11g40410 LOC_Os11g16280"
"168","12","LOC_Os07g31280 LOC_Os06g44210 LOC_Os02g32160 LOC_Os03g09100 LOC_Os06g33570 LOC_Os02g48790 LOC_Os03g12350 LOC_Os03g24450 LOC_Os01g02200 LOC_Os07g31460 LOC_Os04g49510 LOC_Os06g51480"
"169","11","LOC_Os04g10800 LOC_Os11g01900 LOC_Os07g34190 LOC_Os11g08020 LOC_Os12g09770 LOC_Os02g17090 LOC_Os11g39680 LOC_Os11g46950 LOC_Os11g28104 LOC_Os09g18159 LOC_Os08g36540"
"17","157","LOC_Os01g50700 LOC_Os05g28350 LOC_Os08g36900 LOC_Os03g04080 LOC_Os12g27210 LOC_Os12g05330 LOC_Os02g25680 LOC_Os06g43910 LOC_Os07g49210 LOC_Os04g51796 LOC_Os02g29590 LOC_Os09g39730 LOC_Os03g06180 LOC_Os01g04660 LOC_Os05g48416 LOC_Os01g53650 LOC_Os09g20440 "
"170","11","LOC_Os07g30330 LOC_Os04g35250 LOC_Os04g56920 LOC_Os08g19694 LOC_Os02g12770 LOC_Os03g47830 LOC_Os02g16780 LOC_Os06g10790 LOC_Os01g66250 LOC_Os01g24500 LOC_Os02g17880"
"171","11","LOC_Os03g10310 LOC_Os10g30610 LOC_Os10g30770 LOC_Os08g28240 LOC_Os01g66270 LOC_Os03g17810 LOC_Os02g33590 LOC_Os02g26430 LOC_Os07g37210 LOC_Os10g37570 LOC_Os04g47630"
"172","11","LOC_Os06g46340 LOC_Os01g43340 LOC_Os03g35600 LOC_Os04g45020 LOC_Os12g06180 LOC_Os05g50920 LOC_Os08g01530 LOC_Os05g31910 LOC_Os06g24490 LOC_Os10g23060 LOC_Os08g28970"
"173","11","LOC_Os02g03600 LOC_Os07g36870 LOC_Os01g08010 LOC_Os06g46390 LOC_Os03g40000 LOC_Os04g32770 LOC_Os08g27140 LOC_Os01g37670 LOC_Os08g36170 LOC_Os01g62360 LOC_Os11g04850"
"174","11","LOC_Os08g24790 LOC_Os01g61160 LOC_Os03g17350 LOC_Os07g40910 LOC_Os08g37300 LOC_Os10g37400 LOC_Os11g31090 LOC_Os07g40870 LOC_Os07g40850 LOC_Os06g16350 LOC_Os07g40890"
"175","11","LOC_Os02g58100 LOC_Os06g28630 LOC_Os07g27880 LOC_Os10g42800 LOC_Os03g19240 LOC_Os06g47910 LOC_Os10g22600 LOC_Os03g26930 LOC_Os03g17590 LOC_Os03g52160 LOC_Os09g27940"
"176","11","LOC_Os02g08140 LOC_Os09g23110 LOC_Os02g27490 LOC_Os03g48920 LOC_Os04g25570 LOC_Os02g35630 LOC_Os04g31690 LOC_Os03g04440 LOC_Os08g27150 LOC_Os04g51820 LOC_Os06g12100"
"177","11","LOC_Os10g13630 LOC_Os01g40980 LOC_Os12g37770 LOC_Os01g05620 LOC_Os09g29420 LOC_Os06g45330 LOC_Os05g24660 LOC_Os06g03940 LOC_Os04g35600 LOC_Os04g35620 LOC_Os11g19720"
"178","11","LOC_Os01g31050 LOC_Os11g15624 LOC_Os01g72370 LOC_Os03g31730 LOC_Os07g15460 LOC_Os01g46720 LOC_Os01g45914 LOC_Os10g11889 LOC_Os03g54000 LOC_Os03g26210 LOC_Os12g13350"
"179","11","LOC_Os06g09170 LOC_Os12g04240 LOC_Os03g09870 LOC_Os03g43360 LOC_Os01g47620 LOC_Os11g04480 LOC_Os09g36440 LOC_Os01g68680 LOC_Os04g47370 LOC_Os01g57450 LOC_Os01g61420"
"18","151","LOC_Os12g08200 LOC_Os04g32860 LOC_Os03g13200 LOC_Os07g44090 LOC_Os01g62480 LOC_Os02g03294 LOC_Os01g22640 LOC_Os03g16290 LOC_Os06g02800 LOC_Os10g12750 LOC_Os01g17470 LOC_Os08g40420 LOC_Os10g32980 LOC_Os02g40100 LOC_Os05g09740 LOC_Os06g02810 LOC_Os08g30080 "
"180","11","LOC_Os11g40390 LOC_Os10g34614 LOC_Os08g29520 LOC_Os05g30870 LOC_Os07g29780 LOC_Os01g61890 LOC_Os08g02330 LOC_Os03g55784 LOC_Os09g17770 LOC_Os10g34470 LOC_Os07g08430"
"181","11","LOC_Os01g73656 LOC_Os01g68010 LOC_Os11g03050 LOC_Os01g31770 LOC_Os03g22400 LOC_Os07g47030 LOC_Os12g02820 LOC_Os12g06640 LOC_Os06g24870 LOC_Os06g04470 LOC_Os01g55890"
"182","11","LOC_Os01g42460 LOC_Os08g27040 LOC_Os02g42540 LOC_Os04g56730 LOC_Os08g37380 LOC_Os04g57920 LOC_Os03g08730 LOC_Os05g01060 LOC_Os03g03450 LOC_Os06g43130 LOC_Os05g46030"
"183","11","LOC_Os09g04210 LOC_Os03g63010 LOC_Os11g24170 LOC_Os02g20940 LOC_Os10g15390 LOC_Os10g34200 LOC_Os11g03734 LOC_Os11g07060 LOC_Os04g18010 LOC_Os09g22540 LOC_Os02g21190"
"184","11","LOC_Os11g04500 LOC_Os11g24050 LOC_Os08g37720 LOC_Os06g50310 LOC_Os12g15222 LOC_Os03g03610 LOC_Os08g21590 LOC_Os12g18729 LOC_Os03g60820 LOC_Os07g37560 LOC_Os01g71620"
"185","11","LOC_Os01g39800 LOC_Os03g22670 LOC_Os02g21630 LOC_Os03g58710 LOC_Os08g34879 LOC_Os12g29990 LOC_Os11g03970 LOC_Os12g03810 LOC_Os08g34750 LOC_Os05g43790 LOC_Os08g34060"
"186","11","LOC_Os04g52710 LOC_Os03g02010 LOC_Os07g28280 LOC_Os10g42950 LOC_Os04g56440 LOC_Os08g31470 LOC_Os09g38790 LOC_Os04g48310 LOC_Os02g50290 LOC_Os03g58260 LOC_Os01g08814"
"187","11","LOC_Os03g55070 LOC_Os02g41590 LOC_Os03g60090 LOC_Os06g04280 LOC_Os12g42884 LOC_Os11g26850 LOC_Os12g42876 LOC_Os06g02144 LOC_Os11g26860 LOC_Os05g04510 LOC_Os05g41440"
"19","140","LOC_Os11g02350 LOC_Os01g51840 LOC_Os06g06780 LOC_Os09g32010 LOC_Os07g38060 LOC_Os12g38400 LOC_Os03g43670 LOC_Os08g29200 LOC_Os01g19220 LOC_Os08g44620 LOC_Os06g34120 LOC_Os05g02670 LOC_Os03g50560 LOC_Os07g48370 LOC_Os12g07160 LOC_Os01g71220 LOC_Os04g01500 "
"2","1755","LOC_Os09g26100 LOC_Os11g16450 LOC_Os09g28610 LOC_Os11g40750 LOC_Os06g30820 LOC_Os07g38740 LOC_Os01g73710 LOC_Os01g58340 LOC_Os12g09320 LOC_Os09g36870 LOC_Os05g22300 LOC_Os01g57400 LOC_Os03g32140 LOC_Os03g56180 LOC_Os01g02430 LOC_Os06g10700 LOC_Os04g27300 "
"20","136","LOC_Os10g05410 LOC_Os02g15260 LOC_Os04g46850 LOC_Os01g71060 LOC_Os06g49290 LOC_Os11g10610 LOC_Os05g49010 LOC_Os02g09760 LOC_Os08g08710 LOC_Os03g59840 LOC_Os02g01810 LOC_Os01g61550 LOC_Os02g45280 LOC_Os06g29710 LOC_Os03g07660 LOC_Os04g23910 LOC_Os03g13150 "
"21","125","LOC_Os01g55549 LOC_Os09g32120 LOC_Os02g03210 LOC_Os10g01650 LOC_Os04g02560 LOC_Os02g09270 LOC_Os02g12550 LOC_Os08g26990 LOC_Os04g39760 LOC_Os06g42620 LOC_Os06g17480 LOC_Os02g43030 LOC_Os06g47260 LOC_Os06g36000 LOC_Os03g08560 LOC_Os07g35740 LOC_Os10g07510 "
"22","119","LOC_Os03g01520 LOC_Os04g12720 LOC_Os03g60279 LOC_Os02g39620 LOC_Os03g15370 LOC_Os05g15920 LOC_Os06g04420 LOC_Os07g41470 LOC_Os11g43790 LOC_Os11g30010 LOC_Os01g56430 LOC_Os08g23960 LOC_Os05g35050 LOC_Os01g19430 LOC_Os03g56050 LOC_Os01g64430 LOC_Os11g13620 "
"23","102","LOC_Os02g12370 LOC_Os11g34700 LOC_Os10g35650 LOC_Os08g19680 LOC_Os11g34624 LOC_Os06g06670 LOC_Os09g34870 LOC_Os11g10250 LOC_Os08g09780 LOC_Os11g15520 LOC_Os05g05070 LOC_Os06g12360 LOC_Os03g30910 LOC_Os08g40020 LOC_Os07g44170 LOC_Os05g49740 LOC_Os09g38310 "
"24","102","LOC_Os09g30462 LOC_Os02g16670 LOC_Os02g18940 LOC_Os02g27440 LOC_Os02g44970 LOC_Os02g21520 LOC_Os06g30830 LOC_Os01g50830 LOC_Os02g26560 LOC_Os12g04110 LOC_Os11g16540 LOC_Os09g17870 LOC_Os09g03310 LOC_Os01g70720 LOC_Os06g24910 LOC_Os02g46720 LOC_Os11g43934."
"25","99","LOC_Os12g42600 LOC_Os02g37910 LOC_Os04g01530 LOC_Os10g03740 LOC_Os03g42230 LOC_Os11g07124 LOC_Os03g13830 LOC_Os08g09710 LOC_Os01g02320 LOC_Os06g04340 LOC_Os03g48010 LOC_Os02g26390 LOC_Os12g42050 LOC_Os03g59530 LOC_Os01g68240 LOC_Os11g32780 LOC_Os11g41560 "
"26","92","LOC_Os11g03610 LOC_Os11g04900 LOC_Os04g39570 LOC_Os12g41780 LOC_Os01g45620 LOC_Os02g56570 LOC_Os05g08460 LOC_Os02g48330 LOC_Os10g13830 LOC_Os06g05560 LOC_Os07g16970 LOC_Os04g30450 LOC_Os03g43730 LOC_Os07g33370 LOC_Os10g22910 LOC_Os09g20000 LOC_Os05g45340 "
"27","91","LOC_Os08g43560 LOC_Os01g01720 LOC_Os03g26791 LOC_Os12g37550 LOC_Os01g01420 LOC_Os08g01360 LOC_Os02g55200 LOC_Os07g45350 LOC_Os12g01240 LOC_Os06g11380 LOC_Os12g21700 LOC_Os09g36800 LOC_Os06g49790 LOC_Os06g51360 LOC_Os06g30910 LOC_Os03g09110 LOC_Os06g09890 "
"28","88","LOC_Os04g23319 LOC_Os04g22220 LOC_Os02g35240 LOC_Os10g38720 LOC_Os05g28810 LOC_Os11g11540 LOC_Os11g11680 LOC_Os12g10230 LOC_Os04g45700 LOC_Os02g15730 LOC_Os01g64910 LOC_Os05g41280 LOC_Os07g48650 LOC_Os02g21009.2 LOC_Os07g47080 LOC_Os02g53280 LOC_Os01g1686"
"29","83","LOC_Os01g02570 LOC_Os11g35890 LOC_Os09g09500 LOC_Os04g54070 LOC_Os01g74160 LOC_Os07g17970 LOC_Os01g02790 LOC_Os09g09510 LOC_Os02g16070 LOC_Os02g31860 LOC_Os01g02780 LOC_Os01g48620 LOC_Os02g40130 LOC_Os02g18080 LOC_Os10g04720 LOC_Os02g13430 LOC_Os11g01240 "
"3","1214","LOC_Os03g22634 LOC_Os04g46990 LOC_Os01g65260 LOC_Os08g08500 LOC_Os02g37600 LOC_Os07g37230 LOC_Os01g64670 LOC_Os11g43960 LOC_Os03g17660 LOC_Os09g25590 LOC_Os03g05800 LOC_Os12g08220 LOC_Os11g47980 LOC_Os03g25850 LOC_Os07g06800 LOC_Os03g12700 LOC_Os02g04510 "
"30","71","LOC_Os11g03710 LOC_Os03g26440 LOC_Os06g45900 LOC_Os12g13110 LOC_Os05g05310 LOC_Os07g40310 LOC_Os01g04600 LOC_Os03g60690 LOC_Os08g01870 LOC_Os07g12590 LOC_Os05g06150 LOC_Os04g23630 LOC_Os06g40840 LOC_Os08g41580 LOC_Os06g06930 LOC_Os11g04910 LOC_Os06g49130 "
"31","71","LOC_Os03g13370 LOC_Os07g19460 LOC_Os01g42620 LOC_Os12g27060 LOC_Os01g08540 LOC_Os06g33530 LOC_Os12g32210.2 LOC_Os03g37320 LOC_Os10g02650 LOC_Os01g16060 LOC_Os02g56090 LOC_Os04g52200 LOC_Os01g59320 LOC_Os04g53070 LOC_Os05g31220 LOC_Os11g19764 LOC_Os12g1809"
"32","69","LOC_Os04g56910 LOC_Os09g26940 LOC_Os02g17000 LOC_Os09g20260 LOC_Os07g34140 LOC_Os06g34640 LOC_Os03g58500 LOC_Os06g06230 LOC_Os06g13380 LOC_Os04g32790 LOC_Os01g73770 LOC_Os01g65950 LOC_Os04g52210 LOC_Os05g07120 LOC_Os11g19340 LOC_Os07g34280 LOC_Os02g57810 "
"33","64","LOC_Os06g42890 LOC_Os03g18990 LOC_Os03g11030 LOC_Os12g31370 LOC_Os05g26032 LOC_Os04g40290 LOC_Os05g13300 LOC_Os04g49860 LOC_Os08g36330 LOC_Os03g15810 LOC_Os04g44640 LOC_Os04g45330 LOC_Os07g03150 LOC_Os02g52510 LOC_Os09g26760 LOC_Os09g37920 LOC_Os05g11980 "
"34","61","LOC_Os06g30179 LOC_Os12g33220 LOC_Os03g52080 LOC_Os05g48990 LOC_Os01g71070 LOC_Os04g48140 LOC_Os08g36700 LOC_Os12g44270 LOC_Os05g25490 LOC_Os03g59290 LOC_Os12g40730 LOC_Os01g67830 LOC_Os03g53610 LOC_Os08g28660 LOC_Os03g42430 LOC_Os03g21260 LOC_Os07g22170 "
"35","52","LOC_Os08g35510 LOC_Os01g71410 LOC_Os06g32980 LOC_Os02g51440 LOC_Os10g17950 LOC_Os11g25220 LOC_Os03g32220 LOC_Os01g35100 LOC_Os07g40080 LOC_Os11g42290 LOC_Os09g09550 LOC_Os04g41770 LOC_Os12g39330 LOC_Os07g20290 LOC_Os07g11870 LOC_Os07g03590 LOC_Os04g03100 "
"36","51","LOC_Os03g31170 LOC_Os03g58970 LOC_Os04g25400 LOC_Os01g07250 LOC_Os06g49040 LOC_Os01g73670 LOC_Os12g12170 LOC_Os06g35910 LOC_Os12g22839 LOC_Os01g48270 LOC_Os06g12220 LOC_Os05g33100 LOC_Os02g08544 LOC_Os01g56949 LOC_Os04g47690 LOC_Os02g55140 LOC_Os05g45950 "
"37","48","LOC_Os08g01750 LOC_Os08g05750 LOC_Os05g19270 LOC_Os06g33980 LOC_Os05g02490 LOC_Os07g13520 LOC_Os06g05920 LOC_Os03g02544 LOC_Os10g36190 LOC_Os01g56870 LOC_Os09g14880 LOC_Os05g33760 LOC_Os02g32570 LOC_Os02g58030 LOC_Os01g44394 LOC_Os12g10710 LOC_Os07g02980 "
"38","48","LOC_Os05g02650 LOC_Os10g29540 LOC_Os01g56800 LOC_Os02g35070 LOC_Os08g01920 LOC_Os08g05840 LOC_Os02g53210 LOC_Os05g07070.3 LOC_Os01g03520 LOC_Os10g37480 LOC_Os01g08420 LOC_Os03g58910 LOC_Os01g08430 LOC_Os09g07900 LOC_Os02g47410 LOC_Os02g34850 LOC_Os01g1502"
"39","47","LOC_Os12g32770 LOC_Os01g02580 LOC_Os01g54490 LOC_Os09g19500 LOC_Os10g04730 LOC_Os01g02370 LOC_Os12g09720 LOC_Os08g14950 LOC_Os11g29990 LOC_Os06g06300 LOC_Os06g18930 LOC_Os02g13620 LOC_Os03g39690 LOC_Os07g03950 LOC_Os11g19240 LOC_Os11g18110 LOC_Os11g35860 "
"4","933","LOC_Os07g45560 LOC_Os11g35380 LOC_Os08g38050 LOC_Os02g25910 LOC_Os11g10620 LOC_Os10g39690 LOC_Os12g44010 LOC_Os05g36090 LOC_Os01g16320 LOC_Os06g11960 LOC_Os10g28170 LOC_Os06g02720 LOC_Os09g02030 LOC_Os12g08150 LOC_Os02g50150 LOC_Os01g46860 LOC_Os10g04160 "
"40","47","LOC_Os02g01830 LOC_Os10g18090 LOC_Os01g19420 LOC_Os03g16880 LOC_Os04g08640 LOC_Os11g14410 LOC_Os07g07500 LOC_Os09g13400 LOC_Os08g31420 LOC_Os09g24560 LOC_Os04g43740 LOC_Os04g32610 LOC_Os01g04360 LOC_Os06g01590 LOC_Os03g49310 LOC_Os03g39270 LOC_Os02g53240 "
"41","44","LOC_Os09g18594 LOC_Os11g10310 LOC_Os11g03580 LOC_Os04g47770 LOC_Os10g28370 LOC_Os09g31514 LOC_Os02g51820 LOC_Os04g26320 LOC_Os01g50170 LOC_Os07g42730 LOC_Os08g04430 LOC_Os11g12810 LOC_Os02g14440 LOC_Os10g08474 LOC_Os12g38170 LOC_Os05g51240 LOC_Os08g13570 "
"42","43","LOC_Os12g12720 LOC_Os02g10360 LOC_Os04g42650 LOC_Os07g39390 LOC_Os04g51890 LOC_Os05g02350 LOC_Os08g01550 LOC_Os11g44910 LOC_Os06g23950 LOC_Os04g04390 LOC_Os04g02680 LOC_Os09g32910 LOC_Os02g18540 LOC_Os03g61700 LOC_Os03g24690 LOC_Os02g42250 LOC_Os06g23420 "
"43","42","LOC_Os12g25680 LOC_Os01g73480 LOC_Os02g20690 LOC_Os05g30580 LOC_Os08g03770 LOC_Os05g41166 LOC_Os02g39960 LOC_Os10g10540 LOC_Os06g23910 LOC_Os03g44920 LOC_Os01g53590 LOC_Os12g41260 LOC_Os03g47640 LOC_Os11g08460 LOC_Os01g42760 LOC_Os05g33200 LOC_Os01g06040 "
"44","42","LOC_Os11g19460 LOC_Os12g05000 LOC_Os01g49670 LOC_Os06g51500 LOC_Os02g53330 LOC_Os10g32730 LOC_Os09g36270 LOC_Os07g45194 LOC_Os07g42632 LOC_Os01g56310 LOC_Os01g04990 LOC_Os09g29840 LOC_Os12g35640 LOC_Os02g51100 LOC_Os12g03500 LOC_Os06g27770 LOC_Os03g17470 "
"45","40","LOC_Os01g01940 LOC_Os01g10930 LOC_Os01g71420 LOC_Os03g55090 LOC_Os06g49150 LOC_Os11g32100 LOC_Os03g21090 LOC_Os04g45821 LOC_Os01g55280 LOC_Os11g05300 LOC_Os10g41310 LOC_Os09g12660 LOC_Os05g34320 LOC_Os01g10850 LOC_Os01g68840 LOC_Os04g52890 LOC_Os03g44420 "
"46","38","LOC_Os01g42310 LOC_Os05g02754 LOC_Os03g03980 LOC_Os07g48800 LOC_Os08g06730 LOC_Os02g39510 LOC_Os04g56570 LOC_Os04g30750 LOC_Os11g14000 LOC_Os11g07710 LOC_Os01g03300 LOC_Os05g33160 LOC_Os05g25560 LOC_Os05g34730 LOC_Os12g43410 LOC_Os01g50350 LOC_Os02g41500 "
